judul,isi,label
Safari politik hari ketujuh Ganjar di Sulawesi Tengah," ANTARA - Calon Presiden nomor urut 3 Ganjar Pranowo bertemu dengan Tim Pemenangan Daerah (TPD) Ganjar-Mahfud di Kota Palu, Sulawesi Tengah pada Senin (4/12). Ganjar meminta TPD menampung seluruh aspirasi masyarakat Sulawesi Tengah untuk disesuaikan dengan program-program yang telah dirancang. (Rangga Musabar/Denno Ramdha Asmara/Hilary Pasulu) ",politik
Muhaimin Iskandar paparkan gagasan jika AMIN terpilih pada Pilpres," Padang (ANTARA) - Calon wakil presiden nomor urut 1 Abdul Muhaimin Iskandar memaparkan sejumlah gagasan yang akan diimplementasikan jika pasangan Anies Baswedan-Muhaimin Iskandar terpilih pada Pemilihan Presiden (Pilpres) 2024. ""Saya dan Mas Anies bersepakat mengusung perubahan jilid kedua yakni satu keadilan dan kemakmuran untuk rakyat Indonesia,"" kata Muhaimin Iskandar di Padang, Senin. Hal tersebut disampaikan Cak Imin, sapaan akrabnya, usai bedah visi misi dan uji gagasan capres dan cawapres RI 2024 yang diselenggarakan BEM KM Universitas Andalas, Sumatera Barat. Menurut Cak Imin, sapaan akrabnya, memaksimalkan potensi sumber daya yang dimiliki Indonesia dapat dilakukan dengan mengubah pola kerja lewat sejumlah cara diantaranya memasukkan unsur keadilan, dan kesetaraan dalam setiap kebijakan maupun program pembangunan. ""Tidak boleh lagi pertumbuhan ekonomi yang eksklusif atau terbatas,"" kata Cak Imin. Ia mengatakan pertumbuhan ekonomi yang terbatas dimaknai sebagai hanya terpusat di titik-titik tertentu saja. Saat ini 100 orang terkaya di Tanah Air menguasai sekitar 85 persen aset negara terutama kekayaan alam. Oleh karena itu, kekayaan sumber daya yang dimiliki Indonesia harus dijalankan dengan inklusif atau terbuka serta mempertimbangkan faktor pemerataan dan keadilan. Di satu sisi, Wakil Ketua DPR 2019-2024 itu menilai pemerintah sudah berhasil dalam menjaga pertumbuhan ekonomi. Namun, angka pengangguran justru semakin tinggi. Tidak hanya itu, ketimpangan antara Jawa dan luar Jawa, desa dan kota juga menjadi fokus pasangan nomor urut 1 itu apabila terpilih pada pesta demokrasi lima tahunan. Terkait aspek pembangunan, Menteri Tenaga Kerja dan Transmigrasi Ke-25 tersebut menilai pertimbangan kewilayahan menjadi faktor penting yang harus diperhatikan. Jika hal itu dilaksanakan, maka ketimpangan ekonomi dan angka kemiskinan diyakini dapat ditekan atau diatasi. ""Hal itu dapat kita lihat dari ketimpangan indeks pembangunan manusia di tiap provinsi yang tidak seimbang,"" ujarnya. Baca juga: Muhaimin Iskandar pastikan AMIN tidak lanjutkan food estate Baca juga: Cak Imin bantah tudingan format debat cawapres usulan Timnas AMIN Baca juga: Cak Imin berjanji akan kembalikan kewenangan sertifikat halal ke MUIPewarta: Muhammad ZulfikarEditor: Guido Merung COPYRIGHT © ANTARA 2023 ",politik
Atikoh Ganjar sebut kebijakan pro rakyat  Jokowi dilanjutkan," Jakarta (ANTARA) - Istri calon presiden Ganjar Pranowo, Siti Atikoh, menyatakan program pro rakyat Pemerintahan Joko Widodo seperti sembako murah, beasiswa pendidikan, hingga bantuan pesantren, akan dilanjutkan dan justru makin dimantapkan jika Ganjar-Mahfud terpilih di Pilpres 2024. Hal itu disampaikan Atikoh karena ia mendengar ada informasi kurang pas dan cenderung fitnah bahwa bila Ganjar-Mahfud terpilih maka program seperti sembako murah dan beasiswa pendidikan akan dihentikan. “Soal program dan visi misi perlu lebih diedukasi di masyarakat. Banyak isu dan semacam fitnah beredar. Pertama kalau paslon Ganjar-Mahfud jadi, sembako murah ditiadakan. Tidak. Pasti akan dilanjutkan dan justru diimprove,” kata Siti Atikoh dalam keterangannya disiarkan di Jakarta, Senin. Hal itu ia ungkapkan saat bersilaturahmi dengan jajaran pengurus partai politik pengusung Ganjar-Mahfud di Cianjur, Jawa Barat. Hadir perwakilan pengurus utama PDIP-PPP-Perindo-Hanura di Cianjur, bersama para calon anggota legislatif di wilayah itu. “Lalu kedua, beasiswa bagi anak justru akan bertambah. Termasuk keberpihakan pada pesantren dan guru ngaji, guru agama apapun. Itu semua sudah diterapkan di Jateng,” kata Atikoh, bereferensi pada Ganjar Pranowo yang dua periode menjabat Gubernur Jawa Tengah. Atikoh mengajak seluruh elemen partai politik pengusung dan relawan untuk mengonsolidasikan kerja bersama di masa kampanye pemilu 2024. Ia menyerukan agar semua bersatu padu dalam sebuah rampak barisan, mengkonsolidasikan kekuatan yang ada dalam menyentuh masyarakat. “Kita harus gerak cepat dan bekerja cerdas. Sat set kalau pakai istilah yang biasa disebut Pak Ganjar, utamanya mari kita bisa mengedukasi di masyarakat jangan sampai termakan berita kurang pas dan menyesatkan,” ujar dia. Silaturahmi itu diawali dengan Atikoh menyalami semua orang yang hadir di acara tersebut. Dengan menebar senyumnya, Atikoh satu persatu melayani permintaan swafoto dari para caleg yang hadir. Silaturahmi diakhiri dengan berfoto bersama antara Atikoh dengan pengurus parpol maupun para caleg. Selanjutnya, Atikoh melanjutkan perjalanan ke Bandung untuk menggelar pertemuan dengan pelaku UMKM dan Komunitas Perempuan KBB di Gedung BHS CImareme Cimareme, Ngamprah, Bandung Barat. Sebelumnya, Siti Atiqoh mengunjungi Pondok Pesantren Gelar Peuteuycondong, Kecamatan Cibeber, Kabupaten Cianjur, Jawa Barat, dan bersilaturahmi dengan anggota majelis taklim serta warga sekitar.Pewarta: Devi Nindy Sari RamadhanEditor: Hisar Sitanggang COPYRIGHT © ANTARA 2023 ",politik
F-PKB setujui pembahasan RUU DKJ: Pimpinan dipilih lewat pemilu," Jakarta (ANTARA) - Fraksi PKB DPR menyetujui Rancangan Undang-Undang (RUU) tentang Pemerintahan Provinsi Daerah Khusus Jakarta (DKJ) untuk dibahas di tingkat selanjutnya dengan salah satu catatan agar unsur pimpinan daerah DKJ mulai dari gubernur, wali kota, bupati, hingga wakil rakyat dipilih secara demokratis melalui mekanisme pemilu. “Kami menyetujui pembahasan RUU DKJ dengan beberapa catatan. Salah satu catatan kami adalah jangan sampai status baru Jakarta akan mengebiri hak-hak rakyat untuk memilih pimpinan daerah mereka secara demokratis melalui mekanisme pemilu,” kata Juru Bicara Fraksi PKB Ibnu Multazam dalam keterangan yang diterima di Jakarta, Senin. Hal itu disampaikannya usai memberikan pandangan mini Fraksi dalam Rapat Badan Legislasi (Baleg) DPR, Kompleks Parlemen, Senayan, Jakarta. Fraksi PKB, kata dia, memandang RUU DKJ memang harus segera dibahas agar tidak terjadi kekosongan status administrasi Kota Jakarta sebab Undang-Undang (UU) Nomor 3/2022 tentang Ibu Kota Nusantara (IKN) secara resmi berlaku per 15 Februari 2024. “Jadi memang harus segera dibahas RUU DKJ agar tidak terjadi kekosongan hukum terkait status dari Jakarta setelah Ibu Kota resmi pindah ke Nusantara di Kalimantan Timur,” ujarnya. Dia mengatakan bahwa Fraksi PKB juga sepakat jika Jakarta menjadi pusat perekonomian nasional, setelah tidak lagi menjadi ibu kota negara. Sebaliknya, lanjut dia, Fraksi PKB tidak sepakat apabila Jakarta hanya berstatus sebagai wilayah administratif yang sepenuhnya dikendalikan dan dikontrol oleh pemerintah pusat. “Meskipun beralih fungsi menjadi pusat perekonomian nasional dengan menyediakan layanan jasa keuangan, dan pusat bisnis global namun dalam pandangan Fraksi PKB DKJ harus menjadi wilayah otonom yang menjamin hak-hak warganya secara demokratis,” tuturnya. Dia menilai apabila Jakarta hanya berstatus sebagai wilayah administratif maka kewenangan memilih kepala daerah seperti gubernur bisa dilakukan oleh presiden, yang dikhawatirkan situasi tersebut rentan memicu konflik kepentingan. “Kalau bersifat otonom maka pimpinan DKJ mulai dari gubernur, wali kota, bupati hingga DPRD akan dipilih langsung oleh rakyat sesuai mekanisme pemilu,” katanya. Ibnu menegaskan Fraksi PKB akan memperjuangkan DKJ sebagai wilayah otonom dengan segala konsekuensi pada rapat-rapat pembahasan dengan pemerintah. Termasuk, ujarnya lagi, dengan turut mengundang pakar, kelompok masyarakat, hingga kalangan perguruan tinggi untuk memastikan subtansi RUU DKJ tidak menciderai hak-hak politik warga Jakarta. “Kami akan concern memperjuangkan DKJ sebagai wilayah otonom sehingga di sana ada penghormatan terhadap hak-hak dasar warga Jakarta untuk dipilih dan memilih para pimpinan daerahnya,” ujar anggota Badan Legislasi DPR RI itu. Sebelumnya, Badan Legislasi DPR RI menyetujui Rancangan Undang-Undang (RUU) tentang Pemerintahan Provinsi Daerah Khusus Jakarta (DKJ) untuk dibahas di tingkatan selanjutnya. ""Apakah hasil penyusunan RUU ini dapat kita proses lebih lanjut,"" kata Ketua Baleg DPR RI Supratman Andi Agtas, yang dijawab setuju oleh perwakilan fraksi dalam rapat di Komplek Parlemen, Senayan, Jakarta, Senin. Supratman menyatakan dari sembilan fraksi yang telah menyampaikan pandangan mini, delapan fraksi menyetujui dan satu fraksi menolak. Delapan fraksi menyetujui dengan catatan yakni PKB, PPP, PDI Perjuangan, Golkar, Gerindra, NasDem, Demokrat dan PAN. Sementara fraksi yakni menolak adalah PKS. Baca juga: Memastikan keberlanjutan pembangunan Jakarta dengan RUU DKJ Baca juga: RUU DKJ pastikan Jakarta tetap punya sumber daya untuk berkembang Baca juga: DKI terapkan kebijakan ramah investasi untuk jadikan pusat ekonomiPewarta: Melalusa Susthira KhalidaEditor: Guido Merung COPYRIGHT © ANTARA 2023 ",politik
KPU masih bahas urutan debat capres-cawapres," Jakarta (ANTARA) - Komisi Pemilihan Umum (KPU) hingga Senin masih akan membahas urutan debat calon presiden dan wakil presiden dalam Pemilu Presiden (Pilpres) 2024 dengan tim pemenangan dari masing-masing pasangan calon. Anggota KPU Idham Holik mengatakan pihaknya masih akan melakukan rapat koordinasi dengan masing-masing tim kampanye dari tiga pasang calon untuk membahas hal itu. ""Urutan debat segera akan dituangkan dalam dokumen keputusan,"" kata Idham di Kantor KPU, Jakarta, Senin. Dia mengatakan bahwa KPU belum bisa menentukan karena harus menggelar rapat koordinasi terlebih dahulu dengan tim dari paslon. Menurut dia, rapat tersebut dalam waktu dekat akan dilakukan untuk membahas secara rinci urutan debat calon presiden maupun wakil presiden yang diselenggarakan selama lima kali. Idham juga menjelaskan bahwa KPU belum menentukan tema yang akan digunakan untuk masing-masing debat capres-cawapres. Sebelumnya, dalam rapat koordinasi pada Rabu (29/11), KPU telah menetapkan tema debat calon presiden dan calon wakil presiden peserta Pemilu Presiden (Pilpres) 2024 yang akan berlangsung sebanyak lima kali. Debat pertama yang diselenggarakan di Kantor KPU pada 12 Desember 2023 bertema hukum, Hak Asasi Manusia (HAM), pemerintahan, pemberantasan korupsi, dan penguatan demokrasi. Kemudian pada debat kedua yang dijadwalkan bergulir pada 22 Desember 2023 mengusung tema pertahanan, keamanan, geopolitik, dan hubungan internasional. Tema debat ketiga pada 7 Januari 2024 adalah ekonomi (kerakyatan dan digital), kesejahteraan sosial, investasi, perdagangan, pajak (digital), keuangan, pengelolaan APBN. Selanjutnya tema debat keempat pada 21 Januari 2024, meliputi energi, sumber daya alam (SDA), SMN, pajak karbon, lingkungan hidup dan agraria, serta masyarakat adat. Terakhir pada 4 Februari 2024, tema debat yang diusung yakni teknologi informasi, peningkatan pelayanan publik, hoaks, intoleransi, pendidikan, kesehatan (post-COVID Society), dan ketenagakerjaan. Tema debat tersebut merujuk pada visi nasional yang tercantum dalam Pembukaan UUD NRI Tahun 1945 dan Rencana Pembangunan Jangka Panjang Nasional (RPJPN). Setiap debat capres/cawapres akan terdiri atas enam segmen, mulai dari pembukaan, pembacaan tata tertib, penyampaian visi, misi, dan program kerja, hingga segmen penutup. Sementara itu, KPU telah menetapkan tiga bakal pasangan calon presiden dan wakil presiden menjadi peserta Pemilu 2024. Hasil pengundian dan penetapan nomor urut peserta Pilpres 2024 yaitu pasangan Anies Baswedan-Muhaimin Iskandar nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka nomor urut 2, dan Ganjar Pranowo-Mahfud Md. nomor urut 3. KPU juga telah menetapkan masa kampanye mulai 28 November 2023 hingga 10 Februari 2024, kemudian jadwal pemungutan suara pada tanggal 14 Februari 2024. Baca juga: KPU RI akan rapat lagi bareng tim paslon bahas debat Pemilu 2024 Baca juga: Timnas AMIN minta format debat harus sesuai peraturan KPUPewarta: Donny AditraEditor: Imam Budilaksono COPYRIGHT © ANTARA 2023 ",politik
Anies janji sederhanakan tata kelola pupuk di Indonesia," Karawang (ANTARA) - Calon presiden (capres) nomor urut 1 Anies Baswedan berjanji akan menyederhanakan tata kelola pupuk yang selama ini menjadi akar persoalan di sektor pertanian. Anies menyebut kata ""pupuk"" sebanyak tiga kali saat menjelaskan masalah yang terjadi di sektor pertanian. ""Saya bilang ada tiga masalah di pertanian. Satu pupuk, dua pupuk, tiga pupuk,"" kata Anies saat berkampanye di Kabupaten Karawang, Jawa Barat, Senin. Dia menilai permasalahan pupuk yang sering dikeluhkan di berbagai daerah. Bahkan menurut dia, daerah Karawang yang menjadi lumbung pangan kesulitan dalam mendapatkan pupuk. Karena itu dia berjanji akan menyederhanakan masalah tata kelola pupuk agar tidak merepotkan para petani. ""Jadi kami ingin pasokan pupuk ke petani aman. Kemudian harga jual gabahnya lebih baik,"" kata dia. Anies juga menawarkan program berupa ""Contract Farming"" dengan memanfaatkan para petani yang sudah ada. Dia menilai melalui program tersebut diharapkan para petani itu akan menjalin kontrak hingga pembeli sehingga hasil produksinya akan terjamin. ""Sehingga mereka bercocok tanam dengan rasa tenang. Karena mereka tahu sudah akan ada yang membeli. Jakarta sudah melakukan itu waktu saya bertugas di Jakarta,"" katanya. KPU RI pada Senin, (13/11), telah menetapkan tiga pasangan calon presiden dan wakil presiden menjadi peserta Pemilu Presiden dan Wakil Presiden (Pilpres) 2024. Hasil Pengundian dan penetapan nomor urut peserta Pilpres 2024 pada Selasa, (14/11), pasangan Anies Baswedan-Muhaimin Iskandar nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka nomor urut 2, dan Ganjar Pranowo-Mahfud MD nomor urut 3. KPU juga telah menetapkan masa kampanye mulai 28 November 2023 hingga 10 Februari 2024. Kemudian, jadwal pemungutan suara pada 14 Februari 2024. Baca juga: Anies ingin perawatan Rumah Sejarah Rengasdengklok dijamin pemerintah Baca juga: Sudirman Said sebut Anies hormati UU IKN tetapi masih akan mengkajiPewarta: Bagus Ahmad RizaldiEditor: Imam Budilaksono COPYRIGHT © ANTARA 2023 ",politik
Ganjar Pranowo mengaku siap berantas KKN di Indonesia," Palu (ANTARA) - Calon Presiden nomor urut 3 Ganjar Pranowo mengaku pasangan calon Ganjar-Mahfud berkomitmen dan siap memberantas habis korupsi, kolusi, dan nepotisme(KKN) di Indonesia. ""Waktu saya di Kendari, ada yang bertanya 'Pak, sikat KKN', ternyata sesuatu yang memang dirasakan oleh masyarakat. Dan ini menjadi komitmen kami, saya dan Pak Mahfud,"" kata Ganjar saat melakukan kampanye di Kota Palu, Sulawesi Tengah, Senin. Ia menyampaikan bahwa selama 10 tahun menjabat sebagai Gubernur Jawa Tengah, dirinya telah mengusung tagline antikorupsi, yaitu 'mboten korupsi mboten ngapusi', yang berarti tidak korupsi dan tidak menipu. Selama dua kali dirinya maju sebagai Calon Gubernur dan mendapatkan amanah dari masyarakat, kata Ganjar, tagline tersebut tidak berubah dengan pihaknya terus memberikan komitmen kepada masyarakat. ""Satu tindakan yang mesti kita lakukan adalah memberikan komitmen itu kepada masyarakat. Maka pidato saya setelah terpilih saat itu, saya kumpulkan Aparatur Sipil Negara (ASN) dan sampaikan 'Bapak, Ibu, mulai hari ini tidak ada lagi korupsi, tidak ada lagi gratifikasi, mulai hari ini tidak ada jual beli jabatan dan tidak ada sogok-sogokan,"" kata Ganjar. Oleh karena itu, kata dia, dirinya kemudian bersama Mahfud berkomitmen untuk mengusung tagline antikorupsi dan siap membabat habis dan membersihkan Indonesia dari KKN. Dia juga mengatakan, program kampanyenya sengaja dimulai dari ujung timur dan barat Indonesia untuk memastikan keseriusan duet Ganjar-Mahfud dalam pemberantasan korupsi, kolusi, dan nepotisme serta bertekad untuk menyejahterakan rakyat Indonesia tanpa KKN. KPU RI pada 13 November 2023 menetapkan tiga bakal pasangan calon presiden dan wakil presiden menjadi peserta Pemilu 2024. Hasil pengundian dan penetapan nomor urut peserta Pilpres 2024 yaitu pasangan Anies Baswedan-Muhaimin Iskandar nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka nomor urut 2, dan Ganjar Pranowo-Mahfud Md. nomor urut 3. KPU juga telah menetapkan masa kampanye mulai 28 November 2023 hingga 10 Februari 2024, kemudian jadwal pemungutan suara pada tanggal 14 Februari 2024. Baca juga: Ganjar komit berikan kemudahan akses pada lapangan pekerjaan Baca juga: Hari ketujuh kampanye, Ganjar ke Palu dan Donggala Baca juga: Ganjar Pranowo siap nasionalisasi penggunaan Aspal ButonPewarta: Nur Amalia AmirEditor: Guido Merung COPYRIGHT © ANTARA 2023 ",politik
KPU Lombok Tengah larang pemasangan APK di taman kota," Praya, Lombok Tengah (ANTARA) - Komisi Pemilihan Umum (KPU) Kabupaten Lombok Tengah, Provinsi Nusa Tenggara Barat (NTB) melarang pemasangan alat peraga kampanye(APK) Pemilu 2024 di ruang terbuka hijau (RTH) atau taman, karena merusak keindahan kota. ""Pemasangan APK di RTH itu dilarang atau tidak diperbolehkan,"" kata Ketua KPU Lombok Tengah, Lalu Darmawan, Senin. Selain itu, berdasarkan surat keputusan lokasi pemasangan APK yang dilarang yakni tempat ibadah, rumah sakit atau tempat pelayanan kesehatan, tempat pendidikan meliputi gedung atau halaman sekolah dan atau perguruan tinggi. ""Gedung atau fasilitas milik pemerintah juga tidak diperbolehkan,"" katanya. Kemudian lokasi yang dilarang itu fasilitas tertentu milik pemerintah, fasilitas lainnya yang dapat mengganggu ketertiban umum seperti, tembok kantor pemerintah, median jalan protokol, jalan Bypass Bandara -Sirkuit, tiang telepon dan listrik. ""Fasilitas publik milik pemerintah, diantaranya Alun-alun Tastura, Taman Biao, Taman Tonjeng Beru, Taman di Kota Praya, Pasar, Terminal dan Jembata,"" katanya. Sementara itu, untuk lokasi pemasangan yang diperbolehkan yakni di semua jalan desa, kelurahan dan kabupaten atau di luar zona yang dilarang. ""Pemasangan APK itu telah bisa dilakukan, namun lokasi di luar zona yang dilarang,"" katanya. Oleh karena itu, ia mengimbau kepada para calon legislatif (Caleg) maupun pengurus partai politik (Parpol) peserta Pemilu 2024 untuk memasang APK ditempat yang diperbolehkan, sehingga tidak melanggar aturan. ""Jika melanggar aturan, bisa ditertibkan,"" katanya. Sebelumnya, Komisi Pemilihan Umum (KPU) Kabupaten Lombok Tengah, Provinsi Nusa Tenggara Barat menetapkan daftar calon tetap (DCT) sebanyak 691 calon legislatif (Caleg) anggota DPRD di daerah setempat untuk Pemilihan Umum (Pemilu) 14 Februari 2024. ""Dari 700 daftar calon sementara (DCS), sebanyak 691 caleg yang dinyatakan memenuhi syarat (MS) dan 9 caleg yang tidak memenuhi syarat (TMS),"" kata Ketua KPU Lombok Tengah. Ratusan caleg tersebut tersebar di enam daerah pemilihan yakni Dapil I Praya-Praya Tengah, Dapil II Kopang-Janapria, Dapil 3 Pujut -Praya Timur, Dapil IV Praya Barat -Praya Barat Daya, Dapil V Jonggat -Pringgarata dan Dapil VI Kecamatan Batukliang-Batukliang Utara. Sedangkan jumlah kursi yang diperebutkan itu mencapai 50 kursi atau masih sama seperti jumlah kursi pada pemilu sebelumnya. ""Jumlah Dapil DPRD di Lombok Tengah sebanyak enam Dapil dengan jumlah kursi mencapai 50 kursi,"" katanya. Pewarta: Akhyar RosidiEditor: Guido Merung COPYRIGHT © ANTARA 2023 ",politik
"Lolos ke DPR, PSI akan kawal RUU Perampasan Aset"," Malang (ANTARA) - Ketua Umum DPP Partai Solidaritas Indonesia (PSI) Kaesang Pangarep menyebutkan partainya akan mengawal Rancangan Undang-undang (RUU) Perampasan Aset bila partainya lolos masuk ke parlemen (DPR RI). Kaesang mengatakan hal itu saat berdialog dengan masyarakat Tionghoa yang ada di Kota Malang, Jawa Timur, Senin. ""Saya minta nanti bapak-bapak dan ibu-ibu juga untuk mendukung kami, karena kalau tidak (didukung) kita tidak akan bisa mengawal ini,"" kata Kaesang. Hal itu lantaran meloloskan RUU Perampasan Aset menjadi UU bukan perkara yang mudah. ""Karena kalau kita lihat mungkin banyak partai yang enggak akan mau, memiskinkan (koruptor) saja enggak mau, apalagi menghukum mati,"" ujar dia. Oleh karena itu, Kaesang menilai RUU Perampasan Aset adalah hal yang paling realistis ke depan. ""Karena kita tahu koruptor itu takutnya miskin, tidak takut dipenjara, karena di penjara juga mungkin enak, kayak di hotel. Tapi sekali lagi lagi, ketika kami mengajukan RUU Perampasan Aset harus didukung (oleh publik),"" tuturnya. Sebelum menemui warga Tionghoa, Kaesang bertemu sejumlah tokoh agama di Pondok Pesantren An Nur II di Kecamatan Bululawang, Kabupaten Malang. Selain itu, bertemu influencer muda di Kota Malang. Setelah bertemu warga Tionghoa di Kota Malang, Kaesang bertolak ke Kabupaten Jember. Kaesang melaksanakan kampanye politik di Jawa Timur pada 2 hingga 6 Desember 2023. Sejumlah wilayah yang akan dikunjungi putra bungsu Presiden Joko Widodo tersebut antara lain adalah Lamongan, Tuban, Magetan, Banyuwangi, Jember, Pasuruan dan Surabaya. Kunjungan tersebut, diharapkan bisa menarik simpati masyarakat Jawa Timur. Pemilu Legislatif 2024 diikuti 18 partai politik nasional yakni (sesuai nomor urut) Partai Kebangkitan Bangsa, Partai Gerindra, PDI Perjuangan, Partai Golkar, Partai Nasdem, Partai Buruh, Partai Gelora Indonesia, Partai Keadilan Sejahtera. Partai Kebangkitan Nusantara, Partai Hanura, Partai Garuda, Partai Amanat Nasional, Partai Bulan Bintang, Partai Demokrat, Partai Solidaritas Indonesia, Partai Perindo, Partai Persatuan Pembangunan, dan Partai Ummat. Selain itu Pemilu Legislatif 2024 juga diikuti enam partai politik lokal yakni Partai Nanggroe Aceh, Partai Generasi Atjeh Beusaboh Tha'at dan Taqwa, Partai Darul Aceh, Partai Aceh, Partai Adil Sejahtera Aceh, dan Partai Soliditas Independen Rakyat Aceh. Pemungutan suara Pemilu Legislatif 2024 dilakukan serentak dengan Pemilu Presiden dan Wakil Presiden 2024 pada 14 Februari 2024. Baca juga: Kaesang ingatkan warga Madiun tidak golput di Pemilu 2024 Baca juga: Kaesang jenguk simpatisan PSI penderita kanker lidah di Kediri Baca juga: Kaesang target PSI Surabaya dapat delapan kursi di DPRDPewarta: Syaiful HakimEditor: Guido Merung COPYRIGHT © ANTARA 2023 ",politik
TKN apresiasi bergabungnya relawan sedulur Jokowi di Prabowo-Gibran," Jakarta (ANTARA) - Tim Kampanye Nasional (TKN) mengapresiasi bergabungnya relawan Sedulur Jokowi Tegak Lurus di pasangan calon presiden dan wakil presiden, Prabowo Subianto dan Gibran Rakabuming Raka. ""Sebagai wakil komandan penggalangan, saya bangga menerima dukungan ini,"" kata Wakil Komandan TKN Prabowo-Gibran, Sangap Surbakti dalam keterangan diterima di Jakarta, Senin. Lanjut dia, dukungan itu menjadi modal sangat penting untuk memenangkan Prabowo-Gibran di seluruh wilayah Indonesia. Khususnya daerah-daerah yang dianggap pasangan itu, mendapatkan suara yang masih rendah. Dia menjelaskan relawan Sedulur Jokowi Tegak Lurus memiliki anggota yang banyak dan tersebar di seluruh wilayah Indonesia. Oleh karena itu, dengan jumlah yang besar tersebut diyakini dapat lebih masif mengampanyekan program-program kerakyatan Prabowo-Gibran. ""Relawan Sedulur Jokowi paham betul dan merasakan, bagaimana program merakyat Pak Jokowi, ketika Jokowi jadi Gubernur Jakarta dan presiden. Karena anggotanya yang banyak, sekarang program itu akan diteruskan Prabowo-Gibran,"" ungkap Sangap Selanjutnya, kata dia, para relawan itu harus secepatnya berkolaborasi dengan TKN dan Tim Kampanye Daerah (TKD) Prabowo-Gibran, agar langsung turun ke lapangan mengampanyekan program-program Prabowo-Gibran. Sementara itu, Ketua Harian relawan Sedulur Jokowi Tegak Lurus Eddy Samallo mengatakan, ketertarikan pada program kerakyatan dari Prabowo-Gibran membuat pihaknya mendukung penuh Menteri Pertahanan dan Wali Kota Solo agar memenangi Pilpres 2024 mendatang. ""Program seperti makan siang dan susu gratis di sekolah serta memberikan bantuan gizi untuk balita dan ibu hamil, merupakan program yang mulia,"" katanya menegaskan. KPU RI pada Senin, (13/11), telah menetapkan tiga pasangan calon presiden dan wakil presiden menjadi peserta Pemilu Presiden dan Wakil Presiden (Pilpres) 2024. Hasil Pengundian dan penetapan nomor urut peserta Pilpres 2024 pada Selasa, (14/11), pasangan Anies Baswedan-Muhaimin Iskandar nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka nomor urut 2, dan Ganjar Pranowo-Mahfud MD nomor urut 3. KPU juga telah menetapkan masa kampanye mulai 28 November 2023 hingga 10 Februari 2024. Kemudian, jadwal pemungutan suara pada 14 Februari 2024. Baca juga: TKN terapkan politik harapan untuk gaet ceruk suara pemilih muda Baca juga: TKN: Program air bersih bukti keberpihakan Prabowo pada hak dasar Baca juga: RK: Prabowo berkomitmen seluruh pesantren dijadikan program utamaPewarta: FauziEditor: Guido Merung COPYRIGHT © ANTARA 2023 ",politik
